title,company,company_id,job_id,area,country,w_type,posted,applicants,role,level,employees,industry,recr,additional_info,description,hiringteam
"Senior Program Officer, Libraries",Wikimedia Foundation,27378,3155200020,, EMEA ,Remote,09-07-22,,Full-time,· Mid-Senior level,"501-1,000  · internet",Publishing,Actively recruiting,,"Summary




The Wikimedia Foundation is looking for a Senior Program Officer, Libraries. In this role, you will work at the intersection of librarianship and the Wikimedia movement to grow and diversify information sources—in all languages—and invite librarians to contribute their specialized knowledge and skills to Wikimedia projects.




You are responsible for:




Work with national and regional organizers to reimagine the twice-annual newcomer's campaign for librarians (currently #1Lib1Ref).
Manage ongoing partnerships with libraries and professional bodies, such as AfLIA, and identify new collaborations to grow library outreach in underrepresented regions.
Support professional library networks and institutions to adopt open technologies?—such as Wikidata, Wikibase Cloud, and OpenRefine?—through documentation and training.
Get involved in the Wikimedia and Libraries User Group, WikiProject LD4 Wikidata Affinity Group, and other Wikimedia and Libraries spaces to network and foster knowledge exchange.
Analyze, document and share innovations and workflows, in order to inspire librarian and Wikimedia communities.
Communicate the needs of library institutions and professionals to technical and non-technical teams within the Wikimedia Foundation and Wikimedia movement.
Understand the relevance of emerging issues and opportunities in librarianship, such as reparative and inclusive cataloging, the impact of AI and machine learning, and the role of media and information literacy in addressing disinformation.




Skills and experience:




Professional experience working with libraries or archives to meet the information needs of a range of users.
Expertise in digital librarianship, cataloging and linked open data.
A track record of promoting skills development and shared practices through documentation and storytelling, conference presentations, and/or workshop facilitation.
Experience working with a distributed and remote team with people of diverse skill sets and backgrounds.
Strong written and spoken English. Non-native English speakers are welcomed.




Qualities that are important to us:




A passion for free and open knowledge, and a willingness to get involved in the complex, decentralized process of creating it.
Committed to fostering a diverse, equitable, and inclusive movement.
Self motivated with a curiosity to learn and experiment.
Collaborative, flexible, and interested in feedback from people with diverse skills, experiences, and perspectives.




Additionally, we’d love it if you have one or more of the following:




Proficiency in languages other than English.
A library; archives and records management; digital humanities; scholarly communications; or information science degree.
Practical experience with different Wikimedia projects or other open source tools like OpenRefine.
Experience working with professional networks or communities in Central and Eastern Europe and/or Africa.




About the Wikimedia Foundation




The Wikimedia Foundation is the nonprofit organization that operates Wikipedia and the other Wikimedia free knowledge projects. Our vision is a world in which every single human can freely share in the sum of all knowledge. We believe that everyone has the potential to contribute something to our shared knowledge, and that everyone should be able to access that knowledge freely. We host Wikipedia and the Wikimedia projects, build software experiences for reading, contributing, and sharing Wikimedia content, support the volunteer communities and partners who make Wikimedia possible, and advocate for policies that enable Wikimedia and free knowledge to thrive.




The Wikimedia Foundation is a charitable, not-for-profit organization that relies on donations. We receive donations from millions of individuals around the world, with an average donation of about $15. We also receive donations through institutional grants and gifts. The Wikimedia Foundation is a United States 501(c)(3) tax-exempt organization with offices in San Francisco, California, USA.




As an equal opportunity employer, the Wikimedia Foundation values having a diverse workforce and continuously strives to maintain an inclusive and equitable workplace. We encourage people with a diverse range of backgrounds to apply. We do not discriminate against any person based upon their race, traits historically associated with race, religion, color, national origin, sex, pregnancy or related medical conditions, parental status, sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, or any other legally protected characteristics.

If you are a qualified applicant requiring assistance or an accommodation to complete any step of the application process due to a disability, you may contact us at recruiting@wikimedia.org or +1 (415) 839-6885.",
Senior Data Engineer,Smart Way Technology Company,80144502,3179761440, Riyadh, Saudi Arabia ,On-site,20-07-22,183,Full-time,,51-200,employees,Actively recruiting,,"The ideal candidate will have strong Experience in sqoop, hive, Impala, drill, spark, oozie, flume, Kudu and streamsets and Ready to Join ASAP




Qualifications

hands on the Hadoop ecosystem for more than 6 years.
experience on one of the following programing languages java, python and scala.
strong knowledge in sqoop, hive, Impala, drill, spark, oozie, flume, Kudu and streamsets.
Very good understanding of bigdata & analytical applications design and architecture.
Strong knowledge of data ingestion techniques and methodologies.
Mapr Hadoop ecosystem experience is preferred.
Hands on data ingestion, parsing, cleansing, transformation for structure and non-structure data.
Writing and optimizing SQL queries is a must.
No-sql hands on is a must.
Good understanding of Data platforms i.e. Oracle, Teradata




Responsibilities

Help in design and architecture bigdata & analytical applications
responsible for Mapr Hadoop ecosystem development
responsible for managing data ingestion, parsing, cleansing, transformation for structure and non-structure data.
help in the data integration activities by using ETL tools and techniques avail the data from multiple sources in the Enterprise Data Warehouse solutions.
Develop data warehousing systems using Streaming/ETL software tools
Integrate with a company’s existing systems, troubleshoot any issues, and smoothly develop new requirements.
maintain up-to-date documentation of implementation, troubleshooting, and Streaming/ETL processes related to relevant tools.
Facilitate and attend client meeting",
"Senior Frontend Developer, Gigster",Gigster,6582187,3171742204,, EMEA ,Remote,20-07-22,,Contract,· Mid-Senior level,11-50  · software,Development,No,Your profile matches this job,"Do you want to work on cutting-edge projects with the world’s best developers? Do you wish you could control which projects to work on and choose your own pay rate? Are you interested in the future of work and how the cloud will form teams? If so - the Gigster Talent Network is for you.




The Senior Frontend Developer position is a critical role in the teams we form for important US clients such as IBM, US Bank, Harley Davidson, Colgate, Dapper and 500 others. In this role, you will own the entire frontend experience - from technical leadership to UI/UX to integrating the latest technology with the backend components. The tech stack will vary with the projects - but range from Angular 2+, React, Vue, etc.




Gigster is looking for exceptional React Frontend Engineers who are passionate about application development and to join the Gigster Talent Network, and ship complex software products at scale for enterprise clients. You will get the opportunity to work with other Gigsters and our client(s) to build complex client-side applications that use the latest technologies. Your fellow freelance software engineers on the Talent Network range from founders and owners of their own software consultancies, to lead engineers from well-known technology companies. The most successful freelancers on the Gigster Talent Network are collaborative, flexible, reliable and client-oriented.




At Gigster, whether working with entrepreneurs to realize 'the next great vision' or with Fortune 500 companies to deliver a big product launch, we build really cool solutions that make a difference! From blockchain to AI/ML to VR and more, Gigster builds enterprise software on cutting-edge technology.




Responsibilities

You need to be self-motivated and self-managing. You’ll most likely be given broadly defined goals that’ll require you to break them down into achievable steps and tasks. No one is going to sit around and assign your user stories.
You have to be able to unblock yourself technically if you get stuck OR be very communicative and navigate to the right people to help unblock you. If you’re scared to get on video calls this position probably isn’t for you.
You’ll basically be given access to the git repo and patted out the door to get the local environment up and running on your own. Again, this isn’t IBM. No one is going to hold your hand like a college CS freshman, this is the big leagues. Self-independence and accountability are held in very high regard.
The pace and tempo that the team moves at is very fast and very fluid. If you work well in a very structured and vanilla environment then this project is not for you.
We have morning standups where you’re expected to communicate what you’re doing and what your goals are. If you’d rather not do this and just submit jira tickets while hiding in the back, then this project is not for you.
The team looks for suggestions and opinions on how to do things better. We expect you, being the rockstar that you are, to provide advice and suggestions based on your past experience. We are a flat team and everyone’s opinion matters.
Design and build complex and performant web applications using the latest web tooling and modern JavaScript frameworks, including React.js & Redux and Node.js
Write and maintain high-quality code that is well-tested, documented and monitored
Identify UI problems to ensure best solutions for translating design into code
Collaborate with remote, distributed team members, including Technical Architects, Product Managers, Designers and other Engineers, to ship large-scale projects for enterprise clients
Communicate clearly and reliably with team members and/or client stakeholders, who could be CIOs of major enterprise companies, to ensure deliverability along the project’s technical specifications
Take ownership of project success by providing strategic technical guidance and direction, as needed
Work on interesting and challenging problems in the NFT space




Requirements

5+ years of experience working in software engineering in a professional setting, preferably in frontend web development
History of developing successful web software in production environments. Bonus if you have worked on large-scale, public or client-side applications.
Advanced knowledge of JavaScript, jQuery, CSS, and HTML5
Strong experience with React
Work with GraphQL layers
Understanding of gRPC and/or protobuf
Experience designing and working with event driven systems (KAFKA ex is a plus)
Experience working w/ microservices
Have knowledge working with docker containers
Experience with Agile development methodologies
Experience with responsive designs
Proficiency with Git/Github or other distributed version control systems
Proven success in contributing in a team-oriented and fast-paced environment
Excellent communications (written and oral) and interpersonal skills




Benefits - We don’t call them perks, they’re just part of what makes working at Gigster great.

We are 100% remote and global. Live your best life, wherever that may be, and never lose out on career opportunities because of it.
Flexible work hours. We work asynchronously and don’t care when you’re online, just that you deliver great results.
Dedication to development. We focus on career pathing for each and every one of our employees and help provide training to advance at every stage in your career.
Gigsters for Good. Help nonprofits serve their communities via gigs and also through our funded employee-directed giving programs.
Focus on culture. Coffee chats, happy hours, cooking classes, book clubs, and more!
Swag! Because who doesn’t love swag?
Stipend to help set up your ideal home office
Introductions to thought leaders in the space and webinars on cutting-edge tech hot topics




Gigster is powering the world’s engineering. We provide companies of all sizes with on-demand access to experts in new technology software development. Custom software is becoming essential for every business with global IT spend, yet very few have easy access to high-quality, managed talent when they need it. And as AI continues to change businesses, we’re helping companies through digital transformation, shaping the world of the future.

We are changing the way software is built by empowering independent experts with smarter tools. Gigster takes pride in having an extraordinary global network of developers, designers, and project managers. Increasing levels of standardization in tooling and access to better data about the development process make the creation of custom software ripe for automation and scale, and Gigster will continue to deliver on that need in the marketplace.

We are an equal opportunity employer and value diversity, equity, and inclusion. We believe that the best ideas come from diverse teams, and diverse teams are built intentionally. We want the best people from all around the world and are committed to creating an environment where people are empowered to give voice to their great ideas.",https://www.linkedin.com/in/anareghina-moldovan-salagean-171a95ba
Optimization Specialist (Training/Learning),PPD,4430,3174007210,, EMEA ,Remote,19-07-22,200,Full-time,· Associate,"10,001+  · research",Services,Actively recruiting,,"Company: PPD, part of Thermo Fisher Scientific

Job Title: Optimization Specialist

Region: EMEA

Status: Full-time / Permanent




PPD, part of Thermo Fisher Scientific, is a leading global contract research organization providing comprehensive, integrated drug development, laboratory and lifecycle management services. At PPD, we are passionate, deliberate, and driven by our purpose - to improve health!




The Project Delivery Process & Systems Optimization group (PD PSO) develops and executes innovative strategies that ensure continuous process improvement and optimize organizational performance, processes, systems, training and communication in order to achieve business goals and objectives.




We have an opening in EMEA for an Optimization Specialist in the Training group.




We’re a dynamic global team of highly skilled professionals passionate about learning and focused on the exciting mission to innovate Onboarding by combining the most effective strategies with a learner-centric approach and innovative multi-modality training.




In this exciting context, the Optimization Specialist will collaborate with project and program leads to design and develop training products to drive the desired measurable behavioral changes and business outcomes.




Key responsibilities:

Support and collaborate to plan, document, design and develop innovative training products for the business (videos, micro-learning, scenario-based learning, simulations, eLearning modules, games, infographics, workshops, exercises, etc.) according to group standards and processes, in line with the PD Training strategy, to maximize impact and content retention
Collaborate to produce varied support materials, articles, presentations, and/or tools to communicate about training initiatives and the group’s remit and strategy
Collaborate in initiatives to develop or improve training, may lead low-complexity parts
Collaborate with PD PSO teams and PPD stakeholders to propose, develop and implement innovative, engaging and effective training approaches
Support small projects to refine internal processes for the group and administrative tasks per business needs
May provide training to other team members




Education and Experience:

Bachelor's degree or equivalent and relevant formal academic / vocational qualification: Instructional Design
Previous experience that provides the knowledge, skills, and abilities to perform the job (comparable to 2+ years)




Knowledge, Skills and Abilities:

Creativity
Willing to learn and develop continuously, research innovative solutions and swiftly adopt new approaches and technologies
Good interpersonal skills, able to network and collaborate cross-functionally in a global setting, with an understanding of the user perspective
Working knowledge and practice of project management standards
Ability to manage changing priorities and multiple projects simultaneously
Good computer skills and proficiency with Microsoft Office, virtual training delivery platforms, and various learning design and development software
Fundamental ability to translate issues into actionable business solutions
Close attention to detail and strong organizational skills to deliver high quality work within project timelines
Good judgment, decision making, escalation, and risk management skills
Effective oral and written English communication skills




Our 4i Values:

Integrity – Innovation – Intensity – Involvement

If you resonate with our 4i values above, and ultimately wish to accelerate the delivery of safe and effective therapeutics for some of the world’s most urgent health needs, submit your application – we’d love to hear from you!",https://www.linkedin.com/in/saida-moscoso-848b1752
Pre-Sales Telecom Specialist,Hitachi Energy,76171420,3177565614," Al Khobar, Eastern", Saudi Arabia ,On-site,20-07-22,166,Full-time,· Entry level,"10,001+  · appliances, electrical, and electronics",Manufacturing,Actively recruiting,,"At Hitachi Energy our purpose is advancing a sustainable energy future for all. We bring power to our homes, schools, hospitals and factories. Join us and work with fantastic people, while learning and developing yourself on projects that have a real impact to our communities and society. Bring your passion, bring your energy, and be part of a global team that appreciates a simple truth: Diversity + Collaboration = Great Innovation

Support the Sales organization and customers throughout the proposal process by preparing technical descriptions of the applied products and technology, determining costs, preparing final documentation, and serving as a key technical resource in the assigned area.

Your responsibilities

Sales support
Supports the local Sales organization/customers in determining the most technically appropriate and cost-effective solutions and in the preparation of demanding offers. Provides technical support during the technical meeting, product presentations and negotiations and offers product/ solution/service related training.
2. Offer preparation
Prepares/supports preparation of technical/commercial offers based on customer specification requirements, Local Business Unit/feeder factory indications and Sales organization directives. Participates in the kick off meeting organized by the project team.
3. Cost definition
Defines cost for the proposed solution and communicates to Sales organization.
4. Risk review
Provides information to the risk review process in accordance with ABB policy and sometimes participates in the risk review assessment.
5. Competitive analysis
Analyzes customer needs and competitor offers through general market information and information provided by the Sales organization.
6. Lost proposals
Performs lost proposal analysis, identifies potential cause, and recommends future actions in cooperation with Sales/Local Business Unit to obtain better future results.

Your background

Candidate must have experience in sales and marketing,
Holds a bachelor’s degree in engineering
Arabic speaking with high English language proficiency
Experience in telecom products

More about us

Hitachi Energy is a global technology leader that is advancing a sustainable energy future for all. We serve customers in the utility, industry and infrastructure sectors with innovative solutions and services across the value chain. Together with customers and partners, we pioneer technologies and enable the digital transformation required to accelerate the energy transition towards a carbon-neutral future. We are advancing the world’s energy system to become more sustainable, flexible and secure whilst balancing social, environmental and economic value. Hitachi Energy has a proven track record and unparalleled installed base in more than 140 countries. Headquartered in Switzerland, we employ around 38,000 people in 90 countries and generate business volumes of approximately $10 billion USD. www.hitachienergy.com

Publication date

2022-07-18

Reference Number

SA53212593_E1",
Outbound Calls for Arabic Speakers in Saudi Arabia,Appen,2073870,3176738217," Riyadh, Riyadh", Saudi Arabia ,Remote,23-07-22,,Part-time,· Entry level,"501-1,000  · it services and it",Consulting,Actively recruiting,,"We are looking for raters who are willing to do outbound calls to business establishments and who have a strong understanding and experience in labeling for our Powzer project!

Project Purpose

• To determine if a business is open or not. If open, then verify the business hours.

Requirements

• Must reside, and have resided for 5+ consecutive years in (Saudi Arabia)

• Must be a fluent English and (Arabic) speaker, both written and verbal.

• Have a personal smartphone and/or computer/laptop

• Excellent research and decision capability

• Excellent troubleshooting, communication, and problem-solving skills.







Click Apply button to visit Appen website




1. Choose Arabic (Saudi Arabia) as your primary language.

2. Complete the Registration page and click the Submit Application button to create your account.

Once you complete the registration process, you will be able to receive feedback via email or direct through the Appen Connect platform.




Thank you and we hope to work with you soon!




Learn more at Appen.com







“A diverse, inclusive culture is vital to our mission of helping build better AI. We offer opportunities for individuals of all abilities and backgrounds.”",https://www.linkedin.com/in/lourdes-escaros-5894191b8
Marketing Coordinator,Alsabaan Contracting ???? ??????? ?????????,18928620,3185440049,, Riyadh Region ,On-site,23-07-22,,Full-time,,"501-1,000",employees,No,Thaer Darwwesh is hiring for this job,"???? ????? ?????? ???? ?? ???? ???? ????? ????? ?????? ???? ??? ???? ?????? ????????? ?????? ??????? ???????? ?????? ?? ??? ????? ????? ??????? ??????? ?? ?????
????? ?????? ??????? ??? ???????
thaerdarwwesh@gmail.com",https://www.linkedin.com/in/thaer-darwwesh-495550b7
Electro-Technical Instructor,NOV,165109,3160048563," Ras Al Khair, Eastern", Saudi Arabia ,On-site,09-07-22,,Full-time,· Associate,"10,001+  · oil and",Gas,Actively recruiting,,"Duties & Responsibilities

Job Description

Devise technical training programs according to organizational requirements and customer's needs.
Produce training schedules and classroom training.
Products training onsite onshore/offshore.
Determine course content according to objectives
Prepare training material (presentations, worksheets etc.)
Execute training sessions, webinars, workshops etc. in groups or individually
Arrange for and conduct on-site training when needed
Keep and report data on completed courses, absences, issues etc.
Observe and evaluate results of training programs
Determine overall effectiveness of programs and make improvements

Experience Required

Proven experience as a technical instructor
Knowledge of NOV Rig equipment’s and systems (Controls, Electrical, Tools, etc.)
Experience in Siemens PLC S7 and ABB Drives.
Knowledge of modern training techniques and tools in technical subjects
Experience in designing technical course content
Ability to address training needs with complete courses
Working knowledge in MS Office (especially MS PowerPoint)
Outstanding communication skills and comfortable speaking to crowds
Excellent organizational and time-management abilities
Degree in a relevant electrical technical field

About Us

Every day, the oil and gas industry’s best minds put more than 150 years of experience to work to help our customers achieve lasting success.

We Power the Industry that Powers the World

Throughout every region in the world and across every area of drilling and production, our family of companies has provided the technical expertise, advanced equipment, and operational support necessary for success—now and in the future.

Global Family

We are a global family of thousands of individuals, working as one team to create a lasting impact for ourselves, our customers, and the communities where we live and work.

Purposeful Innovation

Through purposeful business innovation, product creation, and service delivery, we are driven to power the industry that powers the world better.

Service Above All

This drives us to anticipate our customers’ needs and work with them to deliver the finest products and services on time and on budget.

Organization

Rig Technologies

At NOV Rig Technologies, we are harnessing the strength of knowledge and innovation that is revolutionizing the future of energy. We build on what works, using our deep expertise to help minimize risk, increase uptime, and improve performance in drilling operations around the globe.",
????? ????????????,Al Rajhi 4 Eng'g Consultations,26544261,3153182538, Riyadh, Saudi Arabia ,On-site,23-07-22,,Full-time,,51-200,employees,No,51-200 employees,"????? ????????????

?????? ??????? ?? ??? ?? 5 ????? ?? ??????? ??????? ????????",https://www.linkedin.com/in/%D8%B1%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%82%D8%AD%D8%B7%D8%A7%D9%86%D9%8A-27534b1b4
Compliance Analyst,Citi,11448,3180560829," Riyadh, Riyadh", Saudi Arabia ,,21-07-22,37,Full-time,,"10,001+  · financial",Services,Actively recruiting,,"Job Id: 22520789

Serves as a compliance risk analyst for Independent Compliance Risk Management (ICRM) responsible for establishing internal strategies, policies, procedures, processes, and programs to prevent violations of law, rule, or regulation and design and deliver a risk management framework that maintains risk levels within the firm's risk appetite and protect the franchise. In addition, engages with the ICRM product and function coverage teams, in order to partner to develop and apply CRM program solutions that meet business and customer needs in a manner consistent with the Citi program framework.

Responsibilities:

Supporting the design, development, delivery and maintenance of best-in-class Compliance, programs, policies and practices for ICRM.
Reviewing various materials to ensure compliance with various regulatory and legal requirements.
Identifying potential risks and escalating for further review, as required.
Creating and maintaining reports for control, tracking, and analysis purposes and ensures appropriate and secure retention of documents.
Working with more senior staff in investigating and responding to raised compliance risk management issues and preparing routine correspondence.
Interacting and working with other areas within ICRM, as necessary.
Coordinating and tracking policy, training, and other compliance risk management initiatives.
Assisting in the preparation, editing and maintenance of Compliance program related materials.
Additional duties as assigned.
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.

Qualifications:

Knowledge of Compliance laws, rules, regulations, risks and typologies
Excellent written and verbal communication skills
Must be a self-starter, flexible, innovative and adaptive
Strong interpersonal skills with the ability to work collaboratively and with people at all levels of the organization
Strong project management and organizational skills and capability to handle multiple
projects at one time
Proficient in MS Office applications (Excel, Word, PowerPoint)
Some knowledge in area of focus

Education:

Bachelor’s degree; experience in compliance, legal or other control-related function in the financial services firm, regulatory organization, or legal/consulting firm, or a combination thereof; Advanced degree a plus

C11

-------------------------------------------------

Job Family Group:

Compliance and Control

-------------------------------------------------

Job Family:

Compliance Risk Management

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting

",
Bridge Engineer,Labinat Bureau Consulting Engineers,73398768,3181528979," Arar, Northern Frontier", Saudi Arabia ,On-site,23-07-22,,Full-time,,51-200,employees,No,Anees Ahmed is hiring for this job,"?????? ??????? -: Job title
????? ???? Bridge Engineer

?????? : Qualification –
???? ??? ???? ??????????? ?? ??????? ???????.
Bachelor's degree in Civil Engineering

?????? ???????? ?????? ????? - Required experience and work nature :
???? ?? ??? ?? (10) ????? ?? ??????? ??? ????? ????? ?????? ?? ?????? ????? ?????.
At least (10) years of experience in supervising the implementation of bridge works in the Ministry of Transport projects.

???? ????? – Workplace :
????, ?????? ???????? (Arar)

???? ????:
? ????? ?? ??? ?????? ??? ?????? ???? ?? ?????? ???????? ????????? .
It is required to obtain professional accreditation from the Saudi Council Of Engineering (SCE) .",https://www.linkedin.com/in/anees-ahmed-9485a2147
AUSHILFE (M/W/D),BESTSELLER,7132,3179785730,, Makkah Region ,On-site,22-07-22,,Full-time,,"10,001+  · retail apparel and",Fashion,Actively recruiting,,"Wir, ONLY Stores Switzerland AG, eine Bestseller Retail-Partner Gesellschaft, suchen zur erfolgreichen Expansion unseres Unternehmens und zur weiteren Optimierung unseres Markenauftritts ONLY an unserem Standort EBIKON, zur Verstärkung unseres Teams engagierte und kompetente Unterstützung als

flexible Aushilfe im Verkauf (m/w/d)

Standort: Ebikon, Mall of Switzerland

Du hast Spaß am Verkaufen und Dein Lächeln sowie Deine gute Laune wirken ansteckend auf Kunden ebenso wie auf Kollegen/innen. Du arbeitest selbstständig, effektiv und gerne im Team. Neben dem wichtigen Kontakt zu den Kunden bekommst Du Aufgaben, durch die Du Deine persönliche Note im Shop einbringen kannst.

Deine Aufgaben:

freundliche und sachkundige Beratung unserer Kunden
Kabinendienst
serviceorientiert und kommunikationsstark
selbstständig, initiativergreifend und teamfähig

Wir bieten:

ein marktkonformes Gehalt
Cooperate Benefits
attraktiven Personalrabatt
einen spannenden Arbeitsplatz
echte Karriere- und Aufstiegschancen
Schulungen und Workshops

Wenn Du offen bist und gerne schon Erfahrung aus ähnlicher Funktion im Einzelhandel mitbringst, dann hast Du die nötigen Eigenschaften für diese Position. Zusammen mit (D)einem starken Willen und mit einem engagierten Team hast Du die besten Voraussetzungen Dich weiterzuentwickeln – denn gemeinsam sind wir stark! Haben wir Dein Interesse geweckt? Dann bewirb Dich hier bei uns online und sende uns Deine aussagekräftige Beweerbung mit Deinem frühestmöglichen Eintrittstermin.",
Specialist.Procurement.II,NOV,165109,3180566474," Ras Al Khair, Eastern", Saudi Arabia ,On-site,02-07-22,,Full-time,· Entry level,"10,001+  · oil and",Gas,Actively recruiting,,"Job Description

See attached

Organization

Rig Technologies

At NOV Rig Technologies, we are harnessing the strength of knowledge and innovation that is revolutionizing the future of energy. We build on what works, using our deep expertise to help minimize risk, increase uptime, and improve performance in drilling operations around the globe.",
Internship Program 2022 - Finance & Accounting,Procter & Gamble,1116,3181893571," Jeddah, Makkah", Saudi Arabia ,On-site,09-07-22,,Full-time,,"10,001+  ·",Manufacturing,Actively recruiting,,"Did you know that an internship at P&G offers you the chance to test your finance skills and management abilities in real-life situations?

This is a unique opportunity to obtain insights into the world of finance in a fast paced consumer goods company and benefit from:

Businesstopicsattheheartoftoday’snews – Evolving channels (Discounters, E-commerce), competition, and customers' reality makes working in FMCG very dynamic every single day!

RecognizedFinancialleadership - Finance people are part of every multi-functional team and we are key actors in business development and the decision-making process.

The F&A Internship Program is Available in two locations : Jeddah & Dammam and you can select the preferred location in the application.

Your Role as an Intern in F&A:


Analyzing major competitors, to refine business strategies for our products
Working on a new product launches / initiatives, co-assessing the financial impacts with the brand management and sales team and guiding your multi-functional partners through financially optimized plans
Explore business opportunities within new channels (E-commerce, Discounters)
Improving cost competitiveness for our manufacturing activities


What we offer:


ResponsibilitiesasofDay1 – you will feel the ownership of your project from the beginning, and you will be given specific projects and responsibilities
Continuouscoaching& mentoring– you will work with passionate people and receive both formal training as well as day-to-day mentoring from your manager
Dynamicandrespectfulworkenvironment – employees are at the core; we value every individual and encourage initiatives promoting agility and work/life balance
Paid Learning Experience: We treat you like a real full time employee, not only in terms of the responsibility you take on, but also by providing you with a competitive monthly stipend.


Qualifications

We are looking for Students:


Students currently studying towards Bachelor’s or Master’s degree with one of the following majors: Finance, Accounting or any relevant majors
Saudi National.
Strong academic results coupled with Finance interest/passion
Leadership and strategic analysis thinking skills
Excellent collaboration skills and ability to work across diverse organizations and teams
Good command MS Office tools
English & Arabic Fluency


Just so you know:

We are an equal opportunity employer and value diversity at our company. Our mission of Diversity and Inclusion is: “Everyone valued. Everyone included. Everyone performing at their peak”.

About Procter & Gamble:

Procter & Gamble is one of the largest FMCG (Fast Moving Consumer Goods) company in the world with strong brands like Pampers, Ariel, Always, Gillette and Oral B just to name a few. We have been in existence for over 180 years globally and over 60 years in Arabian Peninsula. For more information about P&G the company and our brands please visit www.pg.com and our career website at pgcareers.com",
Engineer.Electrical.II,NOV,165109,3180564489," Ras Al Khair, Eastern", Saudi Arabia ,On-site,02-07-22,,Full-time,· Entry level,"10,001+  · oil and",Gas,Actively recruiting,,"Responsibilities

Job Description

Read and understand electrical schematics.
Provide oversight to technical work groups performing checkout and startup on newly or modified existing equipment and systems.
Perform other duties as directed in support of any project activities.
Familiar with industrial instrumentation and mechanical equipment and controls.
Perform and oversees the preparation of test packages for electrical checkout, instrument calibration and other testing verification records.

Organization

Rig Technologies

At NOV Rig Technologies, we are harnessing the strength of knowledge and innovation that is revolutionizing the future of energy. We build on what works, using our deep expertise to help minimize risk, increase uptime, and improve performance in drilling operations around the globe.",
